0,1,2
17.69131262,15.38245442,31.14822141
17.69320441,15.24786122,30.9300447
17.82617522,15.25411808,31.1466981
18.01729857,15.51766422,30.92872766
17.62198791,15.56262229,31.14521372
17.53695262,15.08146593,30.92740704
17.48189398,15.50472526,31.14375012
17.57086942,16.43622117,30.92611673
17.48720879,15.14931039,31.14229516
17.4595728,15.39790546,30.92481414
17.55185297,16.49986483,31.14088367
17.4979207,15.9784236,30.92352157
17.53738354,15.71681638,31.13947819
17.54837103,14.98285036,30.92222839
17.51033501,14.72704463,31.13808526
17.51321814,14.57378658,30.92095253
17.46956569,14.47120998,31.1367091
17.46518623,14.3641761,30.91966084
17.43392189,14.37960368,31.13516481
17.43001488,14.20760652,29.07959212
17.41259947,14.30389676,32.87470774
17.42976214,14.22036274,29.36923536
17.69907019,14.25373835,29.41700933
17.55907932,14.49850445,30.26003945
17.66776436,16.26224642,30.03448634
17.6127202,15.01943058,29.97922522
17.54436059,14.46399058,30.10552086
17.42825036,14.09591756,30.06766731
17.40555707,13.79024716,30.09723197
17.421261,13.77452614,30.10015024
17.46712715,13.74790537,30.1229973
17.42782207,13.82374528,30.11886415
17.38202868,13.69305396,30.14143879
17.39918948,14.30892978,30.13750172
17.4123494,14.09285767,30.15561715
17.37695195,13.95019517,30.15260403
17.33850499,14.62678165,30.1676226
17.29142309,14.30808397,30.164878
17.30457966,14.49947854,30.17740013
17.27845163,13.7598678,30.17493697
17.29517377,13.54067259,30.18537449
17.27142233,13.26880997,30.18311382
17.23035244,13.35826698,30.19181826
17.41050449,13.25021205,30.1897399
17.51210832,13.56743036,30.19695088
17.66002157,13.65767232,30.19506743
17.75409103,13.47474837,30.20105996
17.46918312,13.20246641,30.19927761
17.62608713,13.32781084,30.20426731
17.41362636,13.35744853,30.20261641
17.29513388,12.96416714,30.20670627
17.24681528,13.12583056,30.20517892
17.23865226,13.16414391,30.20855092
17.36894218,12.92789154,30.20711153
17.38395696,12.67094043,30.20987597
17.36188553,12.73572138,30.20852721
17.3534457,12.30418028,30.2107535
17.24601425,12.35622395,30.20950462
17.29061325,12.30618258,30.2112954
17.21322285,12.26760444,30.21010843
17.25364087,12.41689578,30.21153733
17.20346391,12.2319692,30.21042119
17.29212934,12.05212027,30.21152971
17.41334705,11.84823224,30.21046324
17.49576376,11.72325313,30.43545661
